MsgID.LOCAL_VELOCITY,19.2550000,-0.0000124,-0.0000253,0.0000129
MsgID.LOCAL_POSITION,19.5050000,-0.0162684,0.3108370,-0.1230439
MsgID.LOCAL_VELOCITY,19.5050000,-0.0000059,-0.0000115,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924803,0.1230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924811,0.1380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.7550000,0.0808882,0.3918204,-0.1388632
MsgID.LOCAL_VELOCITY,19.7550000,-0.0000041,-0.0000186,0.0000192
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,20.0050000,-0.1165011,0.4768023,-0.1667652
MsgID.LOCAL_VELOCITY,20.0050000,0.0000096,-0.0000081,0.0000161
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924794,0.1660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.2560000,-0.1632969,0.3379664,-0.1959654
MsgID.LOCAL_VELOCITY,20.2560000,0.0000136,-0.0000076,0.0000164
MsgID.GLOBAL_POSITION,0.0000000,-122.3974495,37.7924789,0.1950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.5050000,-0.0534383,0.3556664,-0.2283196
MsgID.LOCAL_VELOCITY,20.5050000,0.0000218,0.0000028,0.0000187
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924799,0.2280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.7550000,-0.0516661,0.3783963,-0.2503076
MsgID.LOCAL_VELOCITY,20.7550000,-0.0000033,0.0000084,0.0000165
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924800,0.2500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,21.0060000,-0.0914389,0.1640129,-0.2631325
MsgID.LOCAL_VELOCITY,21.0060000,0.0000297,-0.0000050,0.0000154
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924796,0.2630000
